,source,target,link_type,weight,source_type,dataset_x,source_country,target_type,target_country,count
318,Bryan Johnston,Heather Hill,family_relationship,0.958266,person,MC1,Oceanus,person,Country_271835,2
319,Bryan Johnston,Heather Hill,family_relationship,0.901609,person,MC1,Country_271835,person,Oceanus,2
320,Angela Powers,Scott Wright,family_relationship,0.927022,person,MC1,Country_34878,person,Country_271835,2
321,Angela Powers,Scott Wright,family_relationship,0.891722,person,MC1,Country_271835,person,Country_34878,2
322,49729,Estrella de Coral Ltd. Corporation Logistics,membership,0.916269,organization,MC1,,,,2
323,49729,Estrella de Coral Ltd. Corporation Logistics,membership,0.911058,,MC1,,organization,,2
324,Mario Richardson,cefaf8b3-3aa2-4c59-b4aa-7974c8e1fe32,partnership,0.807772,location,MC1,,person,Country_459036,2
325,Mario Richardson,cefaf8b3-3aa2-4c59-b4aa-7974c8e1fe32,partnership,0.808656,person,MC1,Country_459036,location,,2
326,Estrella de Coral Ltd. Corporation Logistics,Mario Richardson,ownership,0.875480,person,MC1,Country_459036,,,2
327,Estrella de Coral Ltd. Corporation Logistics,Mario Richardson,ownership,0.918860,,MC1,,person,Country_459036,2
328,Estrella de Coral Ltd. Corporation Logistics,Peter Oliver,ownership,0.807503,person,MC1,Country_895471,,,2
329,Estrella de Coral Ltd. Corporation Logistics,Peter Oliver,ownership,0.831237,,MC1,,person,Country_895471,2
330,87,Estrella de Coral Ltd. Corporation Logistics,membership,0.846715,organization,MC1,,,,2
331,87,Estrella de Coral Ltd. Corporation Logistics,membership,0.852438,,MC1,,organization,,2
332,Estrella de Coral Ltd. Corporation Logistics,NiÃ±o,membership,0.869689,event,MC1,,,,2
333,Estrella de Coral Ltd. Corporation Logistics,NiÃ±o,membership,0.925375,,MC1,,event,,2
334,Scott Brown,days,ownership,0.834631,person,MC1,Country_271835,movement,,2
335,Scott Brown,days,ownership,0.943014,movement,MC1,,person,Country_271835,2
336,Benton Ltd. Liability Co,days,partnership,0.985231,movement,MC1,,company,Country_271835,2
337,Benton Ltd. Liability Co,days,partnership,0.967216,company,MC1,Country_271835,movement,,2
338,days,ninety,partnership,0.921964,movement,MC1,,movement,,2
339,days,ninety,partnership,0.954280,movement,MC1,,movement,,2
340,1225,Alan Wells,partnership,0.960596,organization,MC1,,person,Marebak,2
341,1225,Alan Wells,partnership,0.861140,person,MC1,Marebak,organization,,2
342,Ocean Fisheries Llc,e678510b-947d-455a-8eb0-44d1009682ec,membership,1.768495,location,MC1,,,,2
343,Ocean Fisheries Llc,e678510b-947d-455a-8eb0-44d1009682ec,membership,0.875745,,MC1,,location,,2
344,Kimberly Petersen,Xavier Sanchez,family_relationship,0.820516,person,MC1,Syrithania,person,Country_729731,2
345,Kimberly Petersen,Xavier Sanchez,family_relationship,0.917141,person,MC1,Country_729731,person,Syrithania,2
346,958085,Xavier Sanchez,partnership,0.904272,person,MC1,Syrithania,organization,,2
347,958085,Xavier Sanchez,partnership,0.835100,organization,MC1,,person,Syrithania,2
348,SeaSpray Wave SRL Solutions,Thomas Morales,partnership,0.868773,person,MC1,Country_542476,,,2
349,SeaSpray Wave SRL Solutions,Thomas Morales,partnership,0.908363,,MC1,,person,Country_542476,2
350,Ocean Fisheries Llc,Richard Perkins,partnership,1.683475,person,MC1,Oceanus,,,2
351,Ocean Fisheries Llc,Richard Perkins,partnership,0.839501,,MC1,,person,Oceanus,2
352,958085,Alicia Lee,partnership,0.852681,organization,MC1,,person,Country_271835,2
353,958085,Alicia Lee,partnership,0.900911,person,MC1,Country_271835,organization,,2
354,958085,Madhya Pradesh Market BV,partnership,0.880354,organization,MC1,,,,2
355,958085,Madhya Pradesh Market BV,partnership,0.913892,,MC1,,organization,,2
356,58623386,958085,partnership,0.864938,organization,MC1,,organization,,2
357,58623386,958085,partnership,0.903552,organization,MC1,,organization,,2
358,34252,958085,partnership,0.816476,organization,MC1,,organization,,2
359,34252,958085,partnership,0.916650,organization,MC1,,organization,,2
360,Jasmine Camacho,Lindsey Palmer,family_relationship,0.831332,person,MC1,Country_271835,person,Country_271835,2
361,Jasmine Camacho,Lindsey Palmer,family_relationship,0.927460,person,MC1,Country_271835,person,Country_271835,2
362,70,Jessica Brown,membership,0.883237,person,MC1,Country_789037,organization,,2
363,70,Jessica Brown,membership,0.822400,organization,MC1,,person,Country_789037,2
364,979893388,usa,membership,0.819054,organization,MC1,,,,2
365,979893388,usa,membership,0.872943,,MC1,,organization,,2
366,979893388,Erica Hamilton,ownership,0.847196,organization,MC1,,person,Marebak,2
367,979893388,Erica Hamilton,ownership,0.890057,person,MC1,Marebak,organization,,2
368,979893388,c01c6a10-60c9-4f11-9409-aa04c3963826,partnership,0.908736,organization,MC1,,location,,2
369,979893388,c01c6a10-60c9-4f11-9409-aa04c3963826,partnership,0.900007,location,MC1,,organization,,2
370,c01c6a10-60c9-4f11-9409-aa04c3963826,f2aee915-d483-4823-a030-9aac5e44c1fe,partnership,0.951036,location,MC1,,location,,2
371,c01c6a10-60c9-4f11-9409-aa04c3963826,f2aee915-d483-4823-a030-9aac5e44c1fe,partnership,0.897541,location,MC1,,location,,2
372,119411,c01c6a10-60c9-4f11-9409-aa04c3963826,partnership,0.870117,organization,MC1,,location,,2
373,119411,c01c6a10-60c9-4f11-9409-aa04c3963826,partnership,0.880451,location,MC1,,organization,,2
374,David Mcfarland,Ryan Jones,family_relationship,0.885462,person,MC1,Country_907876,person,Country_907876,2
375,David Mcfarland,Ryan Jones,family_relationship,0.858875,person,MC1,Country_907876,person,Country_907876,2
376,76568,Mitsubishi,membership,0.833885,organization,MC1,,,,2
377,76568,Mitsubishi,membership,0.923545,,MC1,,organization,,2
378,Madison Franklin,bottom,ownership,0.916514,vessel,MC1,,person,Country_271835,2
379,Madison Franklin,bottom,ownership,0.896293,person,MC1,Country_271835,vessel,,2
380,2913,5421,partnership,0.922301,organization,MC1,,organization,,2
381,2913,5421,partnership,0.918246,organization,MC1,,organization,,2
382,2913,Benton Ltd. Liability Co,partnership,0.982843,organization,MC1,,company,Country_271835,2
383,2913,Benton Ltd. Liability Co,partnership,0.882000,company,MC1,Country_271835,organization,,2
384,Nautical Navigators Kga United,Scott Wright,partnership,0.833566,person,MC1,Country_271835,,,2
385,Nautical Navigators Kga United,Scott Wright,partnership,0.812739,,MC1,,person,Country_271835,2
386,4946,977,membership,0.910326,organization,MC1,,organization,,2
387,4946,977,membership,0.856808,organization,MC1,,organization,,2
388,54217974,838200939,partnership,0.904986,organization,MC1,,political_organization,,2
389,54217974,838200939,partnership,0.806615,political_organization,MC1,,organization,,2
390,1354,160,partnership,0.900367,organization,MC1,,organization,,2
391,1354,160,partnership,0.921113,organization,MC1,,organization,,2
392,160,Ocean Fisheries Llc,ownership,1.780200,organization,MC1,,,,2
393,160,Ocean Fisheries Llc,ownership,1.731715,,MC1,,organization,,2
394,160,903311212,ownership,0.871131,organization,MC1,,organization,,2
395,160,903311212,ownership,0.880429,organization,MC1,,organization,,2
396,60774,903311212,membership,0.861252,organization,MC1,,organization,,2
397,60774,903311212,membership,0.921575,organization,MC1,,organization,,2
398,Anna Smith,Michele Black,family_relationship,0.814554,person,MC1,Marebak,person,Oceanus,2
399,Anna Smith,Michele Black,family_relationship,0.926160,person,MC1,Oceanus,person,Marebak,2
400,903311212,Ocean Fisheries Llc,partnership,3.395222,organization,MC1,,,,2
401,903311212,Ocean Fisheries Llc,partnership,2.475708,,MC1,,organization,,2
402,903311212,Ocean Fisheries Llc,family_relationship,0.976110,organization,MC1,,,,2
403,903311212,Ocean Fisheries Llc,family_relationship,0.829930,,MC1,,organization,,2
404,903311212,Ocean Fisheries Llc,membership,5.351081,organization,MC1,,,,2
405,903311212,Ocean Fisheries Llc,membership,5.095078,,MC1,,organization,,2
406,903311212,Ocean Fisheries Llc,ownership,0.804519,organization,MC1,,,,2
407,903311212,Ocean Fisheries Llc,ownership,1.657601,,MC1,,organization,,2
408,903311212,SeaSpray Wave SRL Solutions,ownership,5.179104,organization,MC1,,,,2
409,903311212,SeaSpray Wave SRL Solutions,ownership,5.186122,,MC1,,organization,,2
410,903311212,SeaSpray Wave SRL Solutions,membership,5.029483,organization,MC1,,,,2
411,903311212,SeaSpray Wave SRL Solutions,membership,8.522816,,MC1,,organization,,2
412,903311212,SeaSpray Wave SRL Solutions,partnership,2.540757,organization,MC1,,,,2
413,903311212,SeaSpray Wave SRL Solutions,partnership,1.629571,,MC1,,organization,,2
414,903311212,Daniel Pruitt,membership,0.870419,organization,MC1,,person,Rio Isla,2
415,903311212,Daniel Pruitt,membership,0.854619,person,MC1,Rio Isla,organization,,2
416,Moo,âAs,partnership,0.856610,event,MC1,,,,2
417,Moo,âAs,partnership,0.832815,,MC1,,event,,2
418,Ricardo Gomez,The Salty Dog Tidepool Kga Transport,membership,0.844246,person,MC1,Country_271835,,,2
419,Ricardo Gomez,The Salty Dog Tidepool Kga Transport,membership,0.876405,,MC1,,person,Country_271835,2
420,75471,The Salty Dog Tidepool Kga Transport,membership,0.900602,organization,MC1,,,,2
421,75471,The Salty Dog Tidepool Kga Transport,membership,0.847740,,MC1,,organization,,2
422,75471,Linda Holden,partnership,0.912223,organization,MC1,,person,Country_271835,2
423,75471,Linda Holden,partnership,0.899462,person,MC1,Country_271835,organization,,2
424,4962642,McGovern BBB,partnership,0.867985,organization,MC1,,,,2
425,4962642,McGovern BBB,partnership,0.825804,,MC1,,organization,,2
426,858,941899076,membership,0.945229,organization,MC1,,organization,,2
427,858,941899076,membership,0.925767,organization,MC1,,organization,,2
428,941899076,Alyssa Gonzalez,membership,0.931099,organization,MC1,,person,Country_271835,2
429,941899076,Alyssa Gonzalez,membership,0.907485,person,MC1,Country_271835,organization,,2
430,6406914,Moo,partnership,0.856482,organization,MC1,,,,2
431,6406914,Moo,partnership,0.890902,,MC1,,organization,,2
432,64338295,81,ownership,0.831012,organization,MC1,,organization,,2
433,64338295,81,ownership,0.872944,organization,MC1,,organization,,2
434,81,Fresh On Time Seafood,membership,0.809391,organization,MC1,,,,2
435,81,Fresh On Time Seafood,membership,0.811742,,MC1,,organization,,2
436,805275,94361818,ownership,0.847569,organization,MC1,,organization,,2
437,805275,94361818,ownership,0.938694,organization,MC1,,organization,,2
438,Benjamin Snyder,b3de0895-285e-4ea8-99bb-ffdc763f7038,ownership,0.852326,person,MC1,Orvietea,location,,2
439,Benjamin Snyder,b3de0895-285e-4ea8-99bb-ffdc763f7038,ownership,0.871765,location,MC1,,person,Orvietea,2
440,7490484,Kari Padilla,partnership,0.839585,organization,MC1,,person,Country_271835,2
441,7490484,Kari Padilla,partnership,0.808929,person,MC1,Country_271835,organization,,2
442,Benton Ltd. Liability Co,ninety,partnership,0.912897,company,MC1,Country_271835,movement,,2
443,Benton Ltd. Liability Co,ninety,partnership,0.958416,movement,MC1,,company,Country_271835,2
444,Benton Ltd. Liability Co,dup90,partnership,0.937916,company,MC1,Country_271835,event,,2
445,Benton Ltd. Liability Co,dup90,partnership,0.956565,event,MC1,,company,Country_271835,2
446,Benton Ltd. Liability Co,sh rn y Corporation,partnership,0.918121,company,MC1,Country_271835,,,2
447,Benton Ltd. Liability Co,sh rn y Corporation,partnership,0.958378,,MC1,,company,Country_271835,2
448,822596165,Benton Ltd. Liability Co,partnership,0.944790,company,MC1,Country_271835,organization,,2
449,822596165,Benton Ltd. Liability Co,partnership,0.981557,organization,MC1,,company,Country_271835,2
450,5421,Benton Ltd. Liability Co,partnership,0.974924,company,MC1,Country_271835,organization,,2
451,5421,Benton Ltd. Liability Co,partnership,0.982986,organization,MC1,,company,Country_271835,2
452,Benton Ltd. Liability Co,Pez Dorado BV Logistics,partnership,0.923978,company,MC1,Country_271835,company,Country_271835,2
453,Benton Ltd. Liability Co,Pez Dorado BV Logistics,partnership,0.982034,company,MC1,Country_271835,company,Country_271835,2
454,019d89a8-36be-4402-bf3c-d13cb982cf3f,Benton Ltd. Liability Co,partnership,0.936091,company,MC1,Country_271835,location,,2
455,019d89a8-36be-4402-bf3c-d13cb982cf3f,Benton Ltd. Liability Co,partnership,0.946715,location,MC1,,company,Country_271835,2
456,5421,Pez Dorado BV Logistics,partnership,0.949536,organization,MC1,,company,Country_271835,2
457,5421,Pez Dorado BV Logistics,partnership,0.924472,company,MC1,Country_271835,organization,,2
458,019d89a8-36be-4402-bf3c-d13cb982cf3f,sh rn y Corporation,partnership,0.881960,location,MC1,,,,2
459,019d89a8-36be-4402-bf3c-d13cb982cf3f,sh rn y Corporation,partnership,0.951401,,MC1,,location,,2
460,9237588,William Murray,membership,0.816997,organization,MC1,,person,Country_271835,2
461,9237588,William Murray,membership,0.855627,person,MC1,Country_271835,organization,,2
462,93252,Erica Hamilton,ownership,0.925126,organization,MC1,,person,Marebak,2
463,93252,Erica Hamilton,ownership,0.825904,person,MC1,Marebak,organization,,2
464,464454263,Erica Hamilton,membership,0.880432,person,MC1,Marebak,organization,,2
465,464454263,Erica Hamilton,membership,0.804233,organization,MC1,,person,Marebak,2
466,Erica Hamilton,Sandra Martinez,family_relationship,0.844123,person,MC1,Marebak,person,Country_144251,2
467,Erica Hamilton,Sandra Martinez,family_relationship,0.914195,person,MC1,Country_144251,person,Marebak,2
468,1354,Erica Hamilton,partnership,0.907011,person,MC1,Marebak,organization,,2
469,1354,Erica Hamilton,partnership,0.838156,organization,MC1,,person,Marebak,2
470,52193,Erica Hamilton,partnership,0.820903,person,MC1,Marebak,organization,,2
471,52193,Erica Hamilton,partnership,0.860474,organization,MC1,,person,Marebak,2
472,Eva,Sandra Martinez,partnership,0.911984,person,MC1,Country_144251,,,2
473,Eva,Sandra Martinez,partnership,0.948582,,MC1,,person,Country_144251,2
474,4942,Sandra Martinez,partnership,0.858884,person,MC1,Country_144251,organization,,2
475,4942,Sandra Martinez,partnership,0.914631,organization,MC1,,person,Country_144251,2
476,Ht Shipping,Sandra Martinez,partnership,0.849263,person,MC1,Country_144251,,,2
477,Ht Shipping,Sandra Martinez,partnership,0.862293,,MC1,,person,Country_144251,2
478,52193,Sandra Martinez,partnership,0.884326,person,MC1,Country_144251,organization,,2
479,52193,Sandra Martinez,partnership,0.861752,organization,MC1,,person,Country_144251,2
480,52193,Austin Welch,partnership,0.885067,person,MC1,Country_271835,organization,,2
481,52193,Austin Welch,partnership,0.880102,organization,MC1,,person,Country_271835,2
482,464454263,Intrepid Navigators,membership,0.912917,organization,MC1,,,,2
483,464454263,Intrepid Navigators,membership,0.900269,,MC1,,organization,,2
484,1354,982519647,partnership,0.849103,organization,MC1,,organization,,2
485,1354,982519647,partnership,0.930278,organization,MC1,,organization,,2
486,1354,923825740,partnership,0.877179,organization,MC1,,organization,,2
487,1354,923825740,partnership,0.856242,organization,MC1,,organization,,2
488,Pontus Navigation Corp,Triton Navigation Corp,membership,0.829658,,MC1,,,,2
489,Pontus Navigation Corp,Triton Navigation Corp,membership,0.814406,,MC1,,,,2
490,52193,Laura Joseph,partnership,0.829694,organization,MC1,,person,Country_144251,2
491,52193,Laura Joseph,partnership,0.885896,person,MC1,Country_144251,organization,,2
492,52193,Ht Shipping,partnership,0.826174,organization,MC1,,,,2
493,52193,Ht Shipping,partnership,0.884001,,MC1,,organization,,2
494,52193,Thai Union Seafood,partnership,0.885085,organization,MC1,,,,2
495,52193,Thai Union Seafood,partnership,0.882288,,MC1,,organization,,2
496,Ht Shipping,Laura Joseph,partnership,0.825301,person,MC1,Country_144251,,,2
497,Ht Shipping,Laura Joseph,partnership,0.816853,,MC1,,person,Country_144251,2
498,James Horton,SeaSpray Wave SRL Solutions,membership,0.963734,person,MC1,Country_271835,,,2
499,James Horton,SeaSpray Wave SRL Solutions,membership,0.841208,,MC1,,person,Country_271835,2
500,17592,5d1f2e9c-f74a-41e9-974f-9b4e57edc9d7,family_relationship,0.871024,political_organization,MC1,,location,,2
501,17592,5d1f2e9c-f74a-41e9-974f-9b4e57edc9d7,family_relationship,0.855463,location,MC1,,political_organization,,2
502,1968776,James Stewart,membership,0.881318,person,MC1,Country_271835,organization,,2
503,1968776,James Stewart,membership,0.855290,organization,MC1,,person,Country_271835,2
504,460859346,Forwading S.A. de C.V.,partnership,0.823877,political_organization,MC1,,,,2
505,460859346,Forwading S.A. de C.V.,partnership,0.892947,,MC1,,political_organization,,2
506,Harold Strickland,Sandra Bullock,family_relationship,0.950694,person,MC1,Country_789455,person,Country_789455,2
507,Harold Strickland,Sandra Bullock,family_relationship,0.912633,person,MC1,Country_789455,person,Country_789455,2
508,John Hall,Sandra Bullock,family_relationship,0.940225,person,MC1,Country_789455,person,Country_789455,2
509,John Hall,Sandra Bullock,family_relationship,0.940949,person,MC1,Country_789455,person,Country_789455,2
510,Samuel Dunn,Sandra Bullock,family_relationship,0.878061,person,MC1,Country_789455,person,Country_990614,2
511,Samuel Dunn,Sandra Bullock,family_relationship,0.888886,person,MC1,Country_990614,person,Country_789455,2
512,Mark Garcia,Samuel Dunn,family_relationship,0.864373,person,MC1,Country_789455,person,Country_990614,2
513,Mark Garcia,Samuel Dunn,family_relationship,0.853318,person,MC1,Country_990614,person,Country_789455,2
514,Daniel Chang,Samuel Dunn,family_relationship,0.910186,person,MC1,Country_990614,person,Country_271835,2
515,Daniel Chang,Samuel Dunn,family_relationship,0.878439,person,MC1,Country_271835,person,Country_990614,2
516,Ocean Fisheries Llc,cc3c9a3e-9226-43e0-9c2e-2cabec77b0fc,membership,0.870217,location,MC1,,,,2
517,Ocean Fisheries Llc,cc3c9a3e-9226-43e0-9c2e-2cabec77b0fc,membership,0.905230,,MC1,,location,,2
518,Kevin Burnett,Mar de la Vida OJSC,partnership,0.812323,person,MC1,Country_271835,,,2
519,Kevin Burnett,Mar de la Vida OJSC,partnership,0.884882,,MC1,,person,Country_271835,2
520,6eda4eb1-cdb8-4d61-8c72-fae33deb91a7,Sea Breezes GmbH & Co. KG Lighthouse,partnership,0.889957,location,MC1,,,,2
521,6eda4eb1-cdb8-4d61-8c72-fae33deb91a7,Sea Breezes GmbH & Co. KG Lighthouse,partnership,0.864057,,MC1,,location,,2
522,6242224,Paul Johnson,partnership,0.827354,political_organization,MC1,,person,Country_271835,2
523,6242224,Paul Johnson,partnership,0.822773,person,MC1,Country_271835,political_organization,,2
524,Luis Jones,c01c6a10-60c9-4f11-9409-aa04c3963826,partnership,0.931699,person,MC1,Riodelsol,location,,2
525,Luis Jones,c01c6a10-60c9-4f11-9409-aa04c3963826,partnership,0.983413,location,MC1,,person,Riodelsol,2
526,156,c01c6a10-60c9-4f11-9409-aa04c3963826,partnership,0.916957,location,MC1,,political_organization,,2
527,156,c01c6a10-60c9-4f11-9409-aa04c3963826,partnership,0.925574,political_organization,MC1,,location,,2
528,1eb512b7-c4ce-4b7e-9965-2236bf1afc9e,c01c6a10-60c9-4f11-9409-aa04c3963826,partnership,0.919516,location,MC1,,location,,2
529,1eb512b7-c4ce-4b7e-9965-2236bf1afc9e,c01c6a10-60c9-4f11-9409-aa04c3963826,partnership,0.911449,location,MC1,,location,,2
530,51,c01c6a10-60c9-4f11-9409-aa04c3963826,partnership,0.967088,location,MC1,,political_organization,,2
531,51,c01c6a10-60c9-4f11-9409-aa04c3963826,partnership,0.873646,political_organization,MC1,,location,,2
532,William Rivera,c01c6a10-60c9-4f11-9409-aa04c3963826,membership,0.861662,location,MC1,,person,Country_214033,2
533,William Rivera,c01c6a10-60c9-4f11-9409-aa04c3963826,membership,0.800649,person,MC1,Country_214033,location,,2
534,Liibaan General Trading Co,c01c6a10-60c9-4f11-9409-aa04c3963826,membership,0.902913,location,MC1,,,,2
535,Liibaan General Trading Co,c01c6a10-60c9-4f11-9409-aa04c3963826,membership,0.814153,,MC1,,location,,2
536,Sonia Fisheries Pvt,c01c6a10-60c9-4f11-9409-aa04c3963826,ownership,0.921157,location,MC1,,,,2
537,Sonia Fisheries Pvt,c01c6a10-60c9-4f11-9409-aa04c3963826,ownership,0.831570,,MC1,,location,,2
538,Mark Hernandez PhD,Sarah Garcia,family_relationship,0.960829,person,MC1,Oceanterra,person,Country_271835,2
539,Mark Hernandez PhD,Sarah Garcia,family_relationship,0.860166,person,MC1,Country_271835,person,Oceanterra,2
540,Jessica James,Mark Hernandez PhD,family_relationship,0.949191,person,MC1,Oceanterra,person,Country_271835,2
541,Jessica James,Mark Hernandez PhD,family_relationship,0.883072,person,MC1,Country_271835,person,Oceanterra,2
542,5700,Mark Hernandez PhD,membership,0.840799,person,MC1,Oceanterra,organization,,2
543,5700,Mark Hernandez PhD,membership,0.885765,organization,MC1,,person,Oceanterra,2
544,93380783,Mark Hernandez PhD,membership,0.900548,person,MC1,Oceanterra,organization,,2
545,93380783,Mark Hernandez PhD,membership,0.877211,organization,MC1,,person,Oceanterra,2
546,19285,912077,membership,0.893741,political_organization,MC1,,organization,,2
547,19285,912077,membership,0.828729,organization,MC1,,political_organization,,2
548,05d471b4-0e8c-4879-80b2-ef600220e09d,Texasâ,ownership,0.823324,,MC1,,location,,2
549,05d471b4-0e8c-4879-80b2-ef600220e09d,Texasâ,ownership,0.853588,location,MC1,,,,2
550,46901627,55674,membership,0.836086,organization,MC1,,organization,,2
551,46901627,55674,membership,0.810557,organization,MC1,,organization,,2
552,55674,Nagaland Sea Ltd. Liability Co &,membership,0.832712,organization,MC1,,,,2
553,55674,Nagaland Sea Ltd. Liability Co &,membership,0.817366,,MC1,,organization,,2
554,John Brown,Nagaland Sea Ltd. Liability Co &,membership,0.815417,person,MC1,Country_746165,,,2
555,John Brown,Nagaland Sea Ltd. Liability Co &,membership,0.868454,,MC1,,person,Country_746165,2
556,0d6a2f35-fccd-4cbf-865e-3ed08abb6a95,All,family_relationship,0.852852,location,MC1,,,,2
557,0d6a2f35-fccd-4cbf-865e-3ed08abb6a95,All,family_relationship,0.958898,,MC1,,location,,2
558,Christopher Fields,Sonia Fisheries Pvt,ownership,0.905857,person,MC1,Country_470077,,,2
559,Christopher Fields,Sonia Fisheries Pvt,ownership,0.868182,,MC1,,person,Country_470077,2
560,353,Courtney Johnson,membership,0.859117,person,MC1,Marebak,organization,,2
561,353,Courtney Johnson,membership,0.857526,organization,MC1,,person,Marebak,2
562,6 Ray LLC Enterprises,AirPods,partnership,0.901007,vessel,MC1,,,,2
563,6 Ray LLC Enterprises,AirPods,partnership,0.964768,,MC1,,vessel,,2
564,Christopher Cunningham,Irish Sea Seaside GmbH & Co. KG Distribution,family_relationship,0.928294,person,MC1,Oceanus,,,2
565,Christopher Cunningham,Irish Sea Seaside GmbH & Co. KG Distribution,family_relationship,2.595439,,MC1,,person,Oceanus,2
566,Christopher Cunningham,Estrella de Coral Ltd. Corporation Logistics,partnership,0.854794,person,MC1,Oceanus,,,2
567,Christopher Cunningham,Estrella de Coral Ltd. Corporation Logistics,partnership,0.800918,,MC1,,person,Oceanus,2
568,Christopher Cunningham,b8567859-bf54-49fd-8332-5775e19c65af,membership,0.955442,person,MC1,Oceanus,location,,2
569,Christopher Cunningham,b8567859-bf54-49fd-8332-5775e19c65af,membership,0.941091,location,MC1,,person,Oceanus,2
570,Ancla Azul Company Solutions,Mar de la Vida OJSC,membership,0.900273,,MC1,,,,2
571,Ancla Azul Company Solutions,Mar de la Vida OJSC,membership,0.933502,,MC1,,,,2
572,Ocean Fisheries Llc,SeaSpray Wave SRL Solutions,family_relationship,2.659901,,MC1,,,,2
573,Ocean Fisheries Llc,SeaSpray Wave SRL Solutions,family_relationship,1.770644,,MC1,,,,2
574,Ocean Fisheries Llc,SeaSpray Wave SRL Solutions,partnership,5.916487,,MC1,,,,2
575,Ocean Fisheries Llc,SeaSpray Wave SRL Solutions,partnership,0.849936,,MC1,,,,2
576,Ocean Fisheries Llc,SeaSpray Wave SRL Solutions,membership,7.925211,,MC1,,,,2
577,Ocean Fisheries Llc,SeaSpray Wave SRL Solutions,membership,6.815232,,MC1,,,,2
578,Ocean Fisheries Llc,SeaSpray Wave SRL Solutions,ownership,2.456995,,MC1,,,,2
579,Ocean Fisheries Llc,SeaSpray Wave SRL Solutions,ownership,6.033668,,MC1,,,,2
580,Ocean Fisheries Llc,Tamil Nadu S.p.A.,membership,0.810284,,MC1,,,,2
581,Ocean Fisheries Llc,Tamil Nadu S.p.A.,membership,0.833250,,MC1,,,,2
582,SMILE,âIllegal,partnership,0.944864,,MC1,,,,2
583,SMILE,âIllegal,partnership,0.989469,,MC1,,,,2
584,Sea Harvest,Sea Products,membership,0.904079,,MC1,,,,2
585,Sea Harvest,Sea Products,membership,0.960678,,MC1,,,,2
586,Madhya Pradesh Market BV,Sea Harvest,family_relationship,0.838762,,MC1,,,,2
587,Madhya Pradesh Market BV,Sea Harvest,family_relationship,0.855869,,MC1,,,,2
588,Fresh On Time Seafood,Intrepid Navigators,membership,0.811744,,MC1,,,,2
589,Fresh On Time Seafood,Intrepid Navigators,membership,0.841976,,MC1,,,,2
