source,target,link_type,weight,source_type,source_country,target_type,target_country
23990411,979893388,membership,0.9491618,organization,,organization,
10880329,ParÃ¡âs,ownership,0.8070336,organization,,event,
10880329,46901627,family_relationship,0.8105477,organization,,organization,
10880329,Mar del Oeste Pic,membership,0.8856709,organization,,company,Vesperlandia
10880329,SeaSpray Wave SRL Solutions,family_relationship,0.802122,organization,,,
e941d006-6590-4143-9d0d-12926b0b6f5c,Tyler Blanchard,membership,0.84868795,location,,person,Country_271835
e941d006-6590-4143-9d0d-12926b0b6f5c,âElquiâ,partnership,0.9146773,location,,,
Shawn Cook,ce2247ab-4922-420f-8d42-504c4ddda305,family_relationship,0.8315894,person,Country_271835,location,
Shawn Cook,Susan Montoya,family_relationship,0.87267005,person,Country_271835,person,Country_271835
ce2247ab-4922-420f-8d42-504c4ddda305,Susan Montoya,membership,0.9020713,location,,person,Country_271835
William James,Suzanne Reed,family_relationship,0.81976944,person,Country_271835,person,Country_271835
Ricardo Gomez,The Salty Dog Tidepool Kga Transport,membership,0.8442459,person,Country_271835,,
75471,The Salty Dog Tidepool Kga Transport,membership,0.9006022,organization,,,
75471,14 months,membership,0.82675594,organization,,movement,
75471,âMoby-Dickâ,membership,0.88028944,organization,,,
75471,âfirst,membership,0.8779957,organization,,event,
75471,Amanda Santana,membership,0.94245744,organization,,person,Country_271835
75471,Dana Macias,membership,0.9683026,organization,,person,Country_271835
75471,Candace Burnett,membership,0.9422688,organization,,person,Country_271835
75471,Jerry Welch,membership,0.94921553,organization,,person,Country_271835
75471,Jonathan Torres,membership,0.9476226,organization,,person,Uzilandor
75471,721436,partnership,0.86484545,organization,,organization,
75471,Gary Dunn,partnership,0.9679797,organization,,person,Country_271835
75471,Morgan Black,ownership,0.9448022,organization,,person,Country_271835
75471,Samuel Stokes,membership,0.95182633,organization,,person,Country_271835
75471,49,membership,0.87156117,organization,,organization,
75471,Brittany Frey,ownership,0.84230965,organization,,person,Country_271835
75471,Linda Holden,partnership,0.91222316,organization,,person,Country_271835
75471,Donna Romero,partnership,0.9041753,organization,,person,Country_271835
75471,Amanda Garcia,partnership,0.91228646,organization,,person,Country_271835
75471,19471,partnership,0.8892437,organization,,organization,
75471,9488645,membership,0.938118,organization,,organization,
75471,sectors sectors 2033,membership,0.86938274,organization,,,
75471,SeaSpray Wave SRL Solutions,ownership,0.81847584,organization,,,
75471,Ocean Fisheries Llc,membership,0.88397145,organization,,,
14 months,The Salty Dog Tidepool Kga Transport,membership,0.8802466,movement,,,
82408558,âProPublicaâ,partnership,0.8533085,organization,,,
f94bcae5-b023-48f6-a0d5-ff2f01cc00ed,f6cca381-c55e-44cc-b685-6c4139459b96,membership,0.91586447,location,,location,
âcatch,âtotal,membership,0.8978672,event,,event,
Manipur Market AG Consultants,Angela Powers,ownership,0.8577958,company,Country_675160,person,Country_34878
Manipur Market AG Consultants,Gulf of Guinea  Corporation,membership,0.81219923,company,Country_675160,,
Manipur Market AG Consultants,Sea Harvest,membership,0.8015595,company,Country_675160,,
Manipur Market AG Consultants,Rafaelâs,membership,0.88297457,company,Country_675160,,
Manipur Market AG Consultants,341411,ownership,0.8063553,company,Country_675160,organization,
04eab3c4-ed99-467b-8844-b5279a6b955e,SeaSpray Wave SRL Solutions,membership,0.81554055,location,,,
04eab3c4-ed99-467b-8844-b5279a6b955e,903311212,membership,0.8237167,location,,organization,
5312744,Last,partnership,0.92861354,organization,,event,
5312744,Chuan gou Company Overseas,partnership,0.906162,organization,,,
Amanda Santana,Dana Macias,family_relationship,0.96051633,person,Country_271835,person,Country_271835
Candace Burnett,Jerry Welch,family_relationship,0.8814657,person,Country_271835,person,Country_271835
34153143,Jonathan Torres,membership,0.8110642,organization,,person,Uzilandor
34153143,Gary Dunn,partnership,0.8753166,organization,,person,Country_271835
âTheoretically,Jonathan Torres,partnership,0.84424615,,,person,Uzilandor
âTheoretically,Gary Dunn,partnership,0.91090095,,,person,Country_271835
âTheoretically,Morgan Black,partnership,0.8366257,,,person,Country_271835
Jonathan Torres,Gary Dunn,family_relationship,0.92637795,person,Uzilandor,person,Country_271835
Jonathan Torres,Morgan Black,family_relationship,0.87352836,person,Uzilandor,person,Country_271835
Jonathan Torres,79521144,partnership,0.85348856,person,Uzilandor,organization,
721436,Gary Dunn,partnership,0.9540083,organization,,person,Country_271835
721436,Morgan Black,ownership,0.9202079,organization,,person,Country_271835
Brett Williams,Brittany Frey,family_relationship,0.8707014,person,Country_271835,person,Country_271835
Brett Williams,Easterlingsâ,membership,0.8825814,person,Country_271835,,
Brett Williams,Seth Peters,family_relationship,0.9014273,person,Country_271835,person,Country_271835
Brett Williams,135338,membership,0.8768482,person,Country_271835,organization,
Seafreeze Ltd,36033030,ownership,0.81699085,,,organization,
Seafreeze Ltd,Todd Lane,ownership,0.91786575,,,person,Country_271835
Seafreeze Ltd,Jonathan Smith,ownership,0.91542006,,,person,Country_271835
36033030,Todd Lane,ownership,0.9107731,organization,,person,Country_271835
36033030,Jonathan Smith,ownership,0.9089118,organization,,person,Country_271835
Todd Lane,Jonathan Smith,family_relationship,0.91525346,person,Country_271835,person,Country_271835
Alicia Lee,8112222,partnership,0.8987023,person,Country_271835,organization,
Alicia Lee,Xavier Sanchez,family_relationship,0.8789516,person,Country_271835,person,Syrithania
Alicia Lee,Madhya Pradesh Market BV,partnership,0.910044,person,Country_271835,,
Alicia Lee,58623386,partnership,0.8900568,person,Country_271835,organization,
Alicia Lee,34252,partnership,0.8607203,person,Country_271835,organization,
Alicia Lee,958085,partnership,0.90091103,person,Country_271835,organization,
Alicia Lee,19471,partnership,0.8444276,person,Country_271835,organization,
Alicia Lee,Goliathâ,membership,0.8837037,person,Country_271835,,
Alicia Lee,Mar del Oeste Pic,membership,0.8187722,person,Country_271835,company,Vesperlandia
19471,738338ba-deef-4364-bedf-707a8cbf9a55,ownership,0.8746337,organization,,location,
19471,Monica Ramirez,ownership,0.8238975,organization,,person,Country_358951
19471,Pesquera,ownership,0.91697186,organization,,,
19471,53792,membership,0.83035874,organization,,organization,
19471,442,membership,0.8996815,organization,,organization,
19471,Noah Mitchell,membership,0.88908833,organization,,person,Country_271835
19471,341411,ownership,0.81717813,organization,,organization,
Linda Holden,Donna Romero,family_relationship,0.89208406,person,Country_271835,person,Country_271835
Linda Holden,Amanda Garcia,family_relationship,0.9041239,person,Country_271835,person,Country_271835
Linda Holden,75471,partnership,0.89946157,person,Country_271835,organization,
Linda Holden,19471,partnership,0.8857097,person,Country_271835,organization,
Shona Barracuda AB Worldwide,301,membership,0.8771665,company,Oceanus,organization,
415053,Sea Harvest,family_relationship,0.85236514,organization,,,
415053,âBHFâ,family_relationship,0.8852833,organization,,,
415053,Madhya Pradesh Market BV,membership,0.83674717,organization,,,
415053,979893388,family_relationship,0.8782817,organization,,organization,
âBHFâ,Sea Harvest,membership,0.869789,,,,
âBHFâ,Madhya Pradesh Market BV,membership,0.86006534,,,,
Olivia Bradshaw,461541,membership,0.82705843,person,Country_271835,organization,
Olivia Bradshaw,Alan Wells,family_relationship,0.9294457,person,Country_271835,person,Marebak
Olivia Bradshaw,âProPublicaâ,membership,0.8106587,person,Country_271835,,
461541,Alan Wells,membership,0.96227366,organization,,person,Marebak
461541,âProPublicaâ,partnership,0.8925362,organization,,,
âyesterdayâ,âlast week,ownership,0.80543834,,,event,
âyesterdayâ,âPortlandâ,ownership,0.81454146,,,,
âlast week,âPortlandâ,ownership,0.85864455,event,,,
Bradley Murphy,âŠ,partnership,0.8104468,person,Country_271835,event,
Bradley Murphy,png xi  Line,partnership,0.8758196,person,Country_271835,company,Country_628643
Madison Franklin,bottom,ownership,0.8962934,person,Country_271835,vessel,
Madison Franklin,Rapido beam,membership,0.97091204,person,Country_271835,vessel,
Madison Franklin,Mary Montoya,family_relationship,0.8829618,person,Country_271835,person,Country_271835
Madison Franklin,Rapido beam trawler,ownership,0.97663206,person,Country_271835,vessel,
Rapido beam,Mary Montoya,membership,0.8796807,vessel,,person,Country_271835
Rapido beam trawler,Mary Montoya,partnership,0.8634048,vessel,,person,Country_271835
ordinary,week,ownership,0.9138859,movement,,event,
ordinary,Kari Zavala,ownership,0.95776165,movement,,person,Country_271835
ordinary,91a2a8e6-f56f-4663-8be9-0bbfd5440489,ownership,0.9543852,movement,,location,
ordinary,40cfcd88-fceb-49bd-a71a-053aacddad42,ownership,0.9497274,movement,,location,
ordinary,cb537677-9d82-4d58-8066-899bdc51c4f1,ownership,0.98050606,movement,,location,
Kari Zavala,91a2a8e6-f56f-4663-8be9-0bbfd5440489,ownership,0.9454616,person,Country_271835,location,
Kari Zavala,40cfcd88-fceb-49bd-a71a-053aacddad42,ownership,0.93850833,person,Country_271835,location,
Kari Zavala,cb537677-9d82-4d58-8066-899bdc51c4f1,ownership,0.97506624,person,Country_271835,location,
Kari Zavala,369,membership,0.81984884,person,Country_271835,organization,
Kari Zavala,Brenda Cox,family_relationship,0.8805025,person,Country_271835,person,Country_271835
Kari Zavala,Samantha Manning,family_relationship,0.9187921,person,Country_271835,person,Country_271835
Kari Zavala,Faroe Islands Shrimp Shark,membership,0.8461468,person,Country_271835,company,Rio Isla
Kari Zavala,Ocean Fisheries Llc,ownership,0.80872965,person,Country_271835,,
91a2a8e6-f56f-4663-8be9-0bbfd5440489,40cfcd88-fceb-49bd-a71a-053aacddad42,ownership,0.91660756,location,,location,
91a2a8e6-f56f-4663-8be9-0bbfd5440489,cb537677-9d82-4d58-8066-899bdc51c4f1,ownership,0.96854186,location,,location,
40cfcd88-fceb-49bd-a71a-053aacddad42,cb537677-9d82-4d58-8066-899bdc51c4f1,ownership,0.9583117,location,,location,
4âÃâ15â,â60,membership,0.96323884,,,,
4âÃâ15â,diesel,partnership,0.94873834,,,vessel,
â60,diesel,partnership,0.88511115,,,vessel,
diesel,Mar del Oeste Pic,membership,0.93808305,vessel,,company,Vesperlandia
diesel,903311212,membership,0.9092007,vessel,,organization,
bottom otter trawler,png xi  Line,membership,1.8818247000000001,vessel,,company,Country_628643
2820033,OceanKings Sailor Corp Logistics,membership,0.89418596,organization,,,
2820033,Debit Cards Autopay,membership,0.97479534,organization,,,
2820033,Rajasthan GmbH & Co. KG,partnership,0.8994441,organization,,company,Country_271835
2820033,12,partnership,0.8715723,organization,,organization,
2820033,Mark Weiss,ownership,0.8607024,organization,,person,Country_271835
2820033,79521144,partnership,0.86533415,organization,,organization,
2820033,9768,partnership,0.933474,organization,,organization,
2820033,31368,partnership,0.80785024,organization,,organization,
2820033,Colton Olson,partnership,0.8241805,organization,,person,Country_271835
2820033,3868221,partnership,0.8049989,organization,,organization,
2820033,492220197,membership,0.9384868,organization,,organization,
495035052,25,membership,0.9526632,organization,,organization,
495035052,96,membership,0.94145435,organization,,organization,
495035052,60910422,membership,0.9414698,organization,,organization,
495035052,175,membership,0.9194597,organization,,organization,
25,96,membership,0.925844,organization,,organization,
25,60910422,membership,0.9234517,organization,,organization,
25,175,membership,0.8982913,organization,,organization,
96,60910422,membership,0.9311922,organization,,organization,
96,175,membership,0.90609396,organization,,organization,
60910422,175,partnership,0.8759586,organization,,organization,
da91eeb8-11f7-4634-95e7-f9413e9957aa,Stephen Peterson,membership,0.8980977,location,,person,Country_271835
720,fdcbe098-dbe6-4e52-8bd7-96cf3ae30101,membership,0.90928805,organization,,location,
779,1559,ownership,0.83009374,organization,,organization,
2673,5383294,ownership,0.85935223,organization,,organization,
762165,341411,membership,0.8854612,organization,,organization,
762165,903311212,partnership,0.8099503,organization,,organization,
428,Petroleum Vapor Intrusion,ownership,0.8687192,organization,,,
4962642,Temuâs,partnership,0.86635053,organization,,,
4962642,Rachel Campbell,partnership,0.8958778,organization,,person,Country_271835
4962642,Pinduoduoâs,partnership,0.84409606,organization,,,
4962642,Auraâs,ownership,0.9114049,organization,,,
4962642,Gregory Marsh,ownership,0.85448104,organization,,person,Country_271835
4962642,Sarah Allen,ownership,0.88399184,organization,,person,Country_271835
4962642,Richard Perkins,ownership,0.81118226,organization,,person,Oceanus
4962642,Brittney Rice,membership,0.80435437,organization,,person,Country_271835
4962642,Ashley Long,membership,0.93149674,organization,,person,Country_271835
4962642,Jessica Hernandez,membership,0.8989769,organization,,person,Country_271835
4962642,419,family_relationship,0.81139946,organization,,organization,
4962642,McGovern BBB,partnership,0.8679847,organization,,,
4962642,2573803,ownership,0.8187911,organization,,organization,
4962642,Playa del Cielo Kga,partnership,0.8662041,organization,,company,Rio Isla
4962642,Mar del Oeste Pic,membership,0.8023519,organization,,company,Vesperlandia
4962642,903311212,ownership,0.81478626,organization,,organization,
Olivia Bailey,341411,family_relationship,0.8107725,person,Country_271835,organization,
dup96,dup93,family_relationship,0.803238,,,,
dup96,Christopher Cunningham,family_relationship,2.45198456,,,person,Oceanus
dup96,341411,family_relationship,0.81307644,,,organization,
ffc679cd-57ac-4846-b023-8be73ca754fa,McLeanâs,membership,0.8683712,location,,,
ffc679cd-57ac-4846-b023-8be73ca754fa,containers,membership,0.87268037,location,,event,
ffc679cd-57ac-4846-b023-8be73ca754fa,555217629,membership,0.93975604,location,,organization,
ffc679cd-57ac-4846-b023-8be73ca754fa,âPublic Loaders,family_relationship,0.9533408,location,,,
ffc679cd-57ac-4846-b023-8be73ca754fa,e916e286-85e5-4a43-b2ef-89ad5260ebdc,membership,0.86891174,location,,location,
ffc679cd-57ac-4846-b023-8be73ca754fa,Sonia Fisheries Pvt,membership,0.9105783,location,,,
FlodstrÃ,Mar del Oeste Pic,partnership,0.80048126,,,company,Vesperlandia
700,40,partnership,0.8726471,organization,,political_organization,
700,941899076,partnership,0.8366652,organization,,organization,
700,Derek Burke,partnership,0.90639484,organization,,person,Nalakond
700,38,partnership,0.9037888,organization,,organization,
700,138782226,partnership,0.8971193,organization,,organization,
700,520,partnership,0.9172091,organization,,organization,
700,277983365,partnership,0.8914938,organization,,organization,
700,85,partnership,0.91933244,organization,,organization,
700,767,partnership,0.8470741,organization,,organization,
700,42,partnership,0.8457279,organization,,organization,
700,Faroe Islands Shrimp Shark,partnership,0.8359607,organization,,company,Rio Isla
941899076,Derek Burke,partnership,0.9201341,organization,,person,Nalakond
941899076,38,partnership,0.9201458,organization,,organization,
941899076,138782226,partnership,0.91583997,organization,,organization,
941899076,42,partnership,0.8067049,organization,,organization,
941899076,520,partnership,0.93095094,organization,,organization,
941899076,277983365,partnership,0.90884054,organization,,organization,
941899076,85,partnership,0.93281317,organization,,organization,
941899076,858,membership,0.94522893,organization,,organization,
941899076,Alyssa Gonzalez,membership,0.9310994,organization,,person,Country_271835
941899076,William Gray,membership,0.813735,organization,,person,Country_271835
941899076,Golden Titana,family_relationship,0.8097715,organization,,,
520,277983365,partnership,0.9413121,organization,,organization,
520,85,partnership,0.9587023,organization,,organization,
9636,700,partnership,0.93993556,organization,,organization,
9636,40,membership,0.9060015,organization,,political_organization,
9636,767,partnership,0.85231274,organization,,organization,
9636,138782226,partnership,0.92360103,organization,,organization,
9636,42,partnership,0.86595184,organization,,organization,
9636,85,partnership,0.9352309,organization,,organization,
449,80191,membership,0.9095962,organization,,organization,
449,âcardingâ,membership,0.9320166,organization,,,
Michelle,months,ownership,0.8405887,vessel,,movement,
Michelle,Tyler Flores,family_relationship,0.88462454,vessel,,person,Country_271835
Michelle,2466,ownership,0.85418653,vessel,,organization,
72212757,2466,ownership,0.8674547,political_organization,,organization,
72212757,c01c6a10-60c9-4f11-9409-aa04c3963826,ownership,0.82733685,political_organization,,location,
72212757,Anna Ortiz,membership,0.8728453,political_organization,,person,Oceanterra
72212757,Sonia Fisheries Pvt,membership,0.8734058,political_organization,,,
72212757,903311212,ownership,0.937152,political_organization,,organization,
6406914,672,membership,0.82945853,organization,,organization,
6406914,449820,membership,0.8417831,organization,,organization,
6406914,Moo,partnership,0.8564818,organization,,,
Darren Torres,âMoreover,ownership,0.87705094,person,Country_271835,event,
Daniel Roberts,Tyler Turner,family_relationship,0.9405485,person,Country_271835,person,Country_271835
85b8a8cf-7f07-4bab-8b44-1d79940aab8d,Daniel Roberts,membership,0.9032805,location,,person,Country_271835
85b8a8cf-7f07-4bab-8b44-1d79940aab8d,933754160,membership,0.8100088,location,,organization,
41713,John Murray,partnership,0.92244655,organization,,person,Country_271835
900338,Spanish Shrimp  Carriers,membership,0.8821811,organization,,company,Nalakond
665912557,979893388,family_relationship,0.98395973,organization,,organization,
1341798,23299,membership,0.8010848,organization,,organization,
614,802775,partnership,0.82874703,organization,,organization,
614,5688339,partnership,0.83374244,organization,,organization,
614,f1e84016-0f09-4907-a777-a6bb02b5f419,family_relationship,0.8535584,organization,,location,
802775,5688339,partnership,0.8375876,organization,,organization,
802775,f1e84016-0f09-4907-a777-a6bb02b5f419,family_relationship,0.8631744,organization,,location,
Michele Black,860600018,membership,0.8762242,person,Oceanus,organization,
Michele Black,Matthew White,family_relationship,0.835504,person,Oceanus,person,Oceanus
Michele Black,Christopher Simon,family_relationship,0.88595074,person,Oceanus,person,Country_271835
Michele Black,750975,partnership,0.8049567,person,Oceanus,organization,
Michele Black,Â£800,membership,0.8718967,person,Oceanus,,
Michele Black,âHe,membership,0.87618357,person,Oceanus,event,
Michele Black,Anna Smith,family_relationship,0.9261601,person,Oceanus,person,Marebak
Michele Black,99233,membership,0.8951387,person,Oceanus,organization,
Michele Black,Anne Anderson,family_relationship,0.82679874,person,Oceanus,person,Country_271835
Michele Black,Daniel Middleton,family_relationship,0.8137343,person,Oceanus,person,Country_271835
Michele Black,813be272-d3de-43c9-90be-ab14231fcf17,membership,0.80680853,person,Oceanus,location,
Michele Black,John Conley,family_relationship,0.885828,person,Oceanus,person,Country_271835
Michele Black,âSay,membership,0.9044997,person,Oceanus,event,
Michele Black,Scott Simpson,family_relationship,0.88918334,person,Oceanus,person,Oceanus
Michele Black,Loretta Harrington,family_relationship,0.92730194,person,Oceanus,person,Country_271835
Michele Black,Stacey Ortiz,family_relationship,0.902559,person,Oceanus,person,Country_271835
Michele Black,341411,membership,0.90210223,person,Oceanus,organization,
Michele Black,png xi  Line,membership,0.8695718,person,Oceanus,company,Country_628643
Michele Black,Ocean Fisheries Llc,membership,0.82181764,person,Oceanus,,
Michele Black,Ocean Fisheries Llc,partnership,0.8920684,person,Oceanus,,
3857345,5ede75fe-f670-4a59-b693-da34e7f6eb47,family_relationship,0.93704295,organization,,location,
3857345,Ms. Brittany Murray,membership,0.8859986,organization,,person,Country_271835
Â£800,341411,membership,0.8129556,,,organization,
99233,Anne Anderson,membership,0.8484649,organization,,person,Country_271835
Daniel Middleton,John Conley,family_relationship,0.82106835,person,Country_271835,person,Country_271835
Daniel Middleton,âSay,membership,0.84610283,person,Country_271835,event,
Daniel Middleton,Kerala Market Corp Consulting,partnership,0.86306256,person,Country_271835,,
813be272-d3de-43c9-90be-ab14231fcf17,John Conley,partnership,0.8383488,location,,person,Country_271835
813be272-d3de-43c9-90be-ab14231fcf17,âSay,membership,0.8655727,location,,event,
Scott Simpson,Loretta Harrington,family_relationship,0.9441998,person,Oceanus,person,Country_271835
203,Amanda Mckenzie,partnership,0.91573554,organization,,person,Oceanus
203,Stacey Ortiz,partnership,0.94145936,organization,,person,Country_271835
203,341411,partnership,0.93756044,organization,,organization,
9838,366,partnership,0.8830538,organization,,organization,
9838,848165,partnership,0.8835175,organization,,organization,
612,379284134,family_relationship,0.8805017,organization,,organization,
55394387,Irtysh - Inc Distribution,membership,0.85728586,organization,,,
55394387,boatâs,membership,0.8514851,organization,,vessel,
55394387,Hannah Brown,membership,0.8406753,organization,,person,Country_271835
55394387,762165,membership,0.8684075,organization,,organization,
Boston,381051499,membership,0.8007344,vessel,,organization,
Boston,Karen Burns,partnership,0.8314011,vessel,,person,Country_271835
Boston,Rachel Campbell,partnership,0.9168573,vessel,,person,Country_271835
Boston,Pinduoduoâs,partnership,0.8755982,vessel,,,
Boston,Shellfish Chile SA,membership,0.8641772,vessel,,,
Matthew Pennington,Calvin Salas,family_relationship,0.8603077,person,Oceanus,person,Marebak
Matthew Pennington,Richard Perkins,family_relationship,0.93759584,person,Oceanus,person,Oceanus
Matthew Pennington,watercraft,partnership,0.82283896,person,Oceanus,vessel,
Matthew Pennington,waterâs,family_relationship,0.9153874,person,Oceanus,vessel,
Matthew Pennington,Amanda Mckenzie,family_relationship,0.90462786,person,Oceanus,person,Oceanus
Matthew Pennington,Patricia Bowen,family_relationship,0.973407,person,Oceanus,person,Oceanus
Matthew Pennington,Hannah Brown,family_relationship,0.95820713,person,Oceanus,person,Country_271835
Matthew Pennington,Crystal Hunter,family_relationship,0.8219508,person,Oceanus,person,Country_271835
Matthew Pennington,Dennis Payne,family_relationship,0.88321775,person,Oceanus,person,Country_271835
Matthew Pennington,Christopher Berry,family_relationship,0.81019115,person,Oceanus,person,Country_271835
Matthew Pennington,James Patterson,family_relationship,0.8254157,person,Oceanus,person,Country_271835
Matthew Pennington,Jon Johnson,family_relationship,0.8041998,person,Oceanus,person,Country_271835
Matthew Pennington,Ashley Boyer,family_relationship,0.89970547,person,Oceanus,person,Country_271835
Matthew Pennington,Darin Taylor,family_relationship,0.8890574,person,Oceanus,person,Country_271835
Matthew Pennington,Larry Cisneros,family_relationship,0.9087085,person,Oceanus,person,Country_271835
Matthew Pennington,Andrea White,family_relationship,0.8027285,person,Oceanus,person,Country_271835
Matthew Pennington,Michael Evans,family_relationship,0.8666428,person,Oceanus,person,Country_271835
Matthew Pennington,Ocean Fisheries Llc,partnership,0.92732173,person,Oceanus,,
Matthew Pennington,SeaSpray Wave SRL Solutions,ownership,0.8020366,person,Oceanus,,
Hannah Brown,762165,membership,0.8812747,person,Country_271835,organization,
Bobby Walker,Patricia Bowen,family_relationship,0.92246777,person,Country_271835,person,Oceanus
Bobby Walker,Hannah Brown,family_relationship,0.88551074,person,Country_271835,person,Country_271835
221942,79538,membership,0.9330349,political_organization,,organization,
221942,903311212,membership,0.8801834,political_organization,,organization,
0d1c7ce3-7243-47c0-9280-a3262b52dc0f,Hudsons Bay,membership,0.8055897,location,,,
634ac4e7-12af-494f-95f5-cd853363525f,7950,ownership,0.80934864,location,,organization,
634ac4e7-12af-494f-95f5-cd853363525f,111795162,ownership,0.880913,location,,organization,
HMS Montrose,d0123474-8425-4ab0-90d5-175920158638,partnership,0.8067684,vessel,,location,
HMS Montrose,Montrose,partnership,0.80649334,vessel,,vessel,
HMS Montrose,b8567859-bf54-49fd-8332-5775e19c65af,ownership,0.80264485,vessel,,location,
80737369,John Gonzalez,membership,0.812075,organization,,person,Nalakond
80737369,HMS Medway,membership,0.88267976,organization,,vessel,
80737369,Caribbean,membership,0.8658901,organization,,,
80737369,1dfb2440-85dc-4f0c-914f-e18498e6cd1b,membership,0.8516058,organization,,location,
80737369,Makayla Anderson,membership,0.87126446,organization,,person,Country_271835
80737369,91810266,ownership,0.9053821,organization,,organization,
112156579,64338295,ownership,0.9235983,organization,,organization,
112156579,81,ownership,0.9087965,organization,,organization,
64338295,81,ownership,0.83101165,organization,,organization,
81,64338295,ownership,0.87294424,organization,,organization,
81,73921,ownership,0.8221685,organization,,organization,
81,Intrepid Navigators,membership,0.8787308,organization,,,
81,464454263,membership,0.902007,organization,,organization,
81,Energotrade Plus,membership,0.8460117,organization,,,
81,l y S.A. de C.V. International,ownership,0.1756,organization,,,
81,Fresh On Time Seafood,membership,0.8093909,organization,,,
327277616,637608,membership,0.81243277,organization,,organization,
327277616,979893388,family_relationship,0.8288813,organization,,organization,
Benjamin Barton,637608,membership,0.8433166,person,Country_271835,organization,
Benjamin Barton,Ocean Fisheries Llc,ownership,0.83663994,person,Country_271835,,
5337,637608,family_relationship,0.8800486,organization,,organization,
6980,47249,ownership,0.8754726,organization,,organization,
6980,49729,membership,0.90022355,organization,,organization,
6980,Estrella de Coral Ltd. Corporation Logistics,membership,0.93397474,organization,,,
6980,06c85abe-f160-4a9f-bfb2-d58099a6be80,membership,0.90698254,organization,,location,
6980,William Lopez,membership,0.84631085,organization,,person,Country_271835
6980,135338,membership,0.8426502,organization,,organization,
6980,Scott Medina,partnership,0.89766496,organization,,person,Country_271835
6980,Warren Schwartz,partnership,0.81050247,organization,,person,Country_271835
6980,MAT,partnership,0.8564876,organization,,,
f85f009e-0fa0-403a-845e-64198883bf34,Faroe Islands Halibut A/S,ownership,0.8053549,location,,,
f85f009e-0fa0-403a-845e-64198883bf34,4562fe84-0188-47fd-8e27-67380da0079c,ownership,0.8443076,location,,location,
Stephanie Brown,33118036,ownership,0.8908116,person,Country_271835,organization,
Stephanie Brown,88813246,ownership,0.8685113,person,Country_271835,organization,
33118036,88813246,ownership,0.84881586,organization,,organization,
9238420,2673,family_relationship,0.82576376,organization,,organization,
9238420,5383294,family_relationship,0.91160053,organization,,organization,
70109,15910405,membership,0.8041918,political_organization,,organization,
70109,36351742-aff4-4df7-a495-1f1f2c94127a,membership,0.83816695,political_organization,,location,
underwater,operated vehicle,membership,0.9708719,vessel,,vessel,
underwater,png xi  Line,family_relationship,0.88962305,vessel,,company,Country_628643
underwater,png xi  Line,membership,0.8606668,vessel,,company,Country_628643
dbb07e32-a8f4-47d0-ae61-c2e9774e9284,Laura Hughes,ownership,0.94762975,location,,person,Country_271835
dbb07e32-a8f4-47d0-ae61-c2e9774e9284,Amanda Dean,membership,0.9241243,location,,person,Country_271835
dbb07e32-a8f4-47d0-ae61-c2e9774e9284,382825160,membership,0.9192837,location,,organization,
13249468,341411,membership,0.8885715,organization,,organization,
13249468,Cutter,membership,0.86858326,organization,,vessel,
Debbie Kelley,7670,membership,0.9098033,person,Country_271835,organization,
Debbie Kelley,77,ownership,0.8676584,person,Country_271835,organization,
Debbie Kelley,Eric Hanson,family_relationship,0.80482066,person,Country_271835,person,Country_271835
77,Eric Hanson,membership,0.8489863,organization,,person,Country_271835
Joshua Haynes,David Santiago,family_relationship,0.82131624,person,Oceanus,person,Country_271835
682313,7023,membership,0.8061894,organization,,political_organization,
682313,122245,family_relationship,0.88990116,organization,,organization,
682313,94361818,membership,0.80190784,organization,,organization,
682313,15,membership,0.84885323,organization,,organization,
300,122245,family_relationship,0.8850235,political_organization,,organization,
Krystal Foster,Roger Smith,family_relationship,0.8597151,person,Country_271835,person,Country_271835
Krystal Foster,Faroe Islands Shrimp Shark,ownership,0.80922717,person,Country_271835,company,Rio Isla
37992687,Tamil Nadu S.p.A.,membership,0.90872186,political_organization,,,
37992687,nationalfisherman,membership,0.80699253,political_organization,,,
303934,802113,membership,0.8249434,organization,,organization,
303934,Heather Porter,membership,0.8895711,organization,,person,Country_271835
303934,df76b4cf-1019-4768-93cd-27122ef3bacc,family_relationship,0.81842667,organization,,location,
303934,png xi  Line,partnership,0.89558053,organization,,company,Country_628643
58877070,usa,membership,0.87022305,organization,,,
58877070,oceana,membership,0.8452451,organization,,,
58877070,979893388,partnership,0.8664461,organization,,organization,
usa,oceana,membership,0.849562,,,,
usa,979893388,membership,0.87294304,,,organization,
oceana,979893388,membership,0.8677315,,,organization,
Blake Smith,42990314,family_relationship,0.82425797,person,Country_271835,organization,
Blake Smith,2038650116,partnership,0.91295236,person,Country_271835,,
Blake Smith,979893388,family_relationship,0.82644343,person,Country_271835,organization,
42990314,2038650116,partnership,0.83785564,organization,,,
1338687,507684,partnership,0.8698547,organization,,organization,
1338687,ams.usda,membership,0.88673615,organization,,,
507684,ams.usda,membership,0.8478144,organization,,,
1765605,122245,family_relationship,0.82059205,organization,,organization,
âpoachedâ,903311212,membership,0.844001,,,organization,
34757443,Stacy Castillo,partnership,0.8772193,organization,,person,Country_271835
34757443,watercraft,partnership,0.8251045,organization,,vessel,
34757443,David Wilson,membership,0.8184232,organization,,person,Country_271835
34757443,Ocean Fisheries Llc,family_relationship,0.83557147,organization,,,
Matthew Mack,34757443,ownership,0.8236266,person,Country_271835,organization,
